Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,447.86,7,0.0,219.4514,0.49
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Paper,43.44,8,0.0,21.2856,0.49
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,11.96,2,0.0,5.8604,0.49
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,8.64,3,0.0,4.2336,0.49
Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Paper,23.92,4,0.0,11.7208,0.49
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,9.82,2,0.0,4.8118,0.49
Second Class,Consumer,United States,Richmond,Indiana,47374,Central,Office Supplies,Binders,11.36,4,0.0,5.5664,0.49
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Envelopes,22.92,3,0.0,11.2308,0.49
Standard Class,Home Office,United States,Oceanside,California,92054,West,Office Supplies,Paper,12.9,2,0.0,6.321,0.49
Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,122.97,3,0.0,60.2553,0.49
Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,109.92,2,0.0,53.8608,0.49
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,14.4,5,0.0,7.056,0.49
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Office Supplies,Labels,14.4,5,0.0,7.056,0.49
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper,56.7,5,0.0,27.783,0.49
Second Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Labels,9.82,2,0.0,4.8118,0.49
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,40.99,1,0.0,20.0851,0.49
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,32.54,2,0.0,15.9446,0.49
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,58.2,3,0.0,28.518,0.49
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Envelopes,61.96,2,0.0,30.3604,0.49
First Class,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Envelopes,7.98,3,0.0,3.9102,0.49
Second Class,Corporate,United States,Troy,New York,12180,East,Office Supplies,Envelopes,247.84,8,0.0,121.4416,0.49
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Machines,4899.93,7,0.0,2400.9657,0.49
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Machines,3404.5,5,0.0,1668.205,0.49
Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,40.99,1,0.0,20.0851,0.49
Standard Class,Home Office,United States,Covington,Washington,98042,West,Office Supplies,Paper,29.9,5,0.0,14.651,0.49
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,54.9,5,0.0,26.901,0.49
Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,111.96,2,0.0,54.8604,0.49
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,40.99,1,0.0,20.0851,0.49
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Labels,9.82,2,0.0,4.8118,0.49
Standard Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Envelopes,7.64,1,0.0,3.7436,0.49
Same Day,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,122.97,3,0.0,60.2553,0.49
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,7.64,1,0.0,3.7436,0.49
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Office Supplies,Paper,29.9,5,0.0,14.651,0.49
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Binders,447.86,7,0.0,219.4514,0.49
Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Labels,29.46,6,0.0,14.4354,0.49
Standard Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Labels,786.48,8,0.0,385.3752,0.49
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Labels,39.28,8,0.0,19.2472,0.49
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,30.44,2,0.0,14.9156,0.49
Same Day,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,109.92,2,0.0,53.8608,0.49
Standard Class,Consumer,United States,Orange,New Jersey,7050,East,Office Supplies,Labels,4.91,1,0.0,2.4059,0.49
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,167.94,3,0.0,82.2906,0.49
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Labels,14.4,5,0.0,7.056,0.49
First Class,Consumer,United States,Suffolk,Virginia,23434,South,Office Supplies,Labels,196.62,2,0.0,96.3438,0.49
Same Day,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Envelopes,22.18,2,0.0,10.8682,0.49
Standard Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Binders,10.4,5,0.0,5.096,0.49
Standard Class,Home Office,United States,New Rochelle,New York,10801,East,Office Supplies,Paper,223.92,4,0.0,109.7208,0.49
Second Class,Home Office,United States,Bayonne,New Jersey,7002,East,Office Supplies,Binders,14.46,3,0.0,7.0854,0.49
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,219.84,4,0.0,107.7216,0.49
Second Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Envelopes,158.13,3,0.0,77.4837,0.49
Second Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,5.98,1,0.0,2.9302,0.49
Second Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Paper,22.96,2,0.0,11.2504,0.49
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,193.8,5,0.0,94.962,0.49
Standard Class,Consumer,United States,Camarillo,California,93010,West,Office Supplies,Labels,14.73,3,0.0,7.2177,0.49
First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,109.92,2,0.0,53.8608,0.49
Standard Class,Home Office,United States,Suffolk,Virginia,23434,South,Office Supplies,Labels,9.82,2,0.0,4.8118,0.49
Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Paper,109.92,2,0.0,53.8608,0.49
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,19.35,3,0.0,9.4815,0.49
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Labels,8.64,3,0.0,4.2336,0.49
Second Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Paper,23.92,4,0.0,11.7208,0.49
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,14.73,3,0.0,7.2177,0.49
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Paper,11.96,2,0.0,5.8604,0.49
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,122.97,3,0.0,60.2553,0.49
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,223.92,4,0.0,109.7208,0.49
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Fasteners,14.07,7,0.0,6.8943,0.49
Same Day,Consumer,United States,New York City,New York,10009,East,Technology,Machines,2799.96,4,0.0,1371.9804,0.49
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,40.56,4,0.0,19.8744,0.49
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Envelopes,15.28,2,0.0,7.4872,0.49
Standard Class,Consumer,United States,Redlands,California,92374,West,Office Supplies,Labels,8.64,3,0.0,4.2336,0.49
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Labels,9.82,2,0.0,4.8118,0.49
Standard Class,Home Office,United States,Wheeling,West Virginia,26003,East,Office Supplies,Paper,447.84,8,0.0,219.4416,0.49
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,81.98,2,0.0,40.1702,0.49
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,286.93,7,0.0,140.5957,0.49
Standard Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Envelopes,158.13,3,0.0,77.4837,0.49
Standard Class,Corporate,United States,Middletown,Connecticut,6457,East,Office Supplies,Binders,26.9,5,0.0,13.181,0.49
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,122.97,3,0.0,60.2553,0.49
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Paper,28.9,5,0.0,14.161,0.49
Second Class,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,32.4,5,0.0,15.876,0.49
Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Paper,447.84,8,0.0,219.4416,0.49
Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,122.97,3,0.0,60.2553,0.49
Second Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Labels,491.55,5,0.0,240.8595,0.49
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,81.98,2,0.0,40.1702,0.49
First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,167.94,3,0.0,82.2906,0.49
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,16.23,3,0.0,7.9527,0.49
First Class,Corporate,United States,Mobile,Alabama,36608,South,Office Supplies,Paper,70.98,7,0.0,34.7802,0.49
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,163.96,4,0.0,80.3404,0.49
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,30.56,4,0.0,14.9744,0.49
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,6.46,2,0.0,3.1654,0.49
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,21.96,2,0.0,10.7604,0.49
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,29.52,4,0.0,14.4648,0.49
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Envelopes,15.28,2,0.0,7.4872,0.49
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,23.92,4,0.0,11.7208,0.49
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,8.64,3,0.0,4.2336,0.49
First Class,Corporate,United States,Warwick,Rhode Island,2886,East,Office Supplies,Paper,111.96,2,0.0,54.8604,0.49
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,11.96,2,0.0,5.8604,0.49
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,41.86,7,0.0,20.5114,0.49
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,286.93,7,0.0,140.5957,0.49
Second Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Labels,491.55,5,0.0,240.8595,0.49
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,14.4,5,0.0,7.056,0.49
Same Day,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Fasteners,10.74,3,0.0,5.2626,0.49
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,65.78,11,0.0,32.2322,0.49
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Envelopes,11.09,1,0.0,5.4341,0.49
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,45.92,4,0.0,22.5008,0.49
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,1349.91,9,0.0,661.4559,0.49
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,24.55,5,0.0,12.0295,0.49
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,19.04,4,0.0,9.3296,0.49
Same Day,Home Office,United States,Oxnard,California,93030,West,Office Supplies,Envelopes,22.92,3,0.0,11.2308,0.49
Second Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Envelopes,15.28,2,0.0,7.4872,0.49
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,10.86,2,0.0,5.3214,0.49
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,16.14,3,0.0,7.9086,0.49
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,81.98,2,0.0,40.1702,0.49
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Labels,14.4,5,0.0,7.056,0.49
First Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,135.8,7,0.0,66.542,0.49
Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Binders,26.16,4,0.0,12.8184,0.49
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,65.5,5,0.0,32.095,0.49
Standard Class,Home Office,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,11.01,3,0.0,5.3949,0.49
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,29.52,4,0.0,14.4648,0.49
Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Binders,29.12,4,0.0,14.2688,0.49
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,27.15,5,0.0,13.3035,0.49
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,30.56,4,0.0,14.9744,0.49
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Fasteners,21.48,6,0.0,10.5252,0.49
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,55.98,1,0.0,27.4302,0.49
Same Day,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Binders,32.54,2,0.0,15.9446,0.49
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,179.7,6,0.0,88.053,0.49
Same Day,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Labels,14.73,3,0.0,7.2177,0.49
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,10.86,2,0.0,5.3214,0.49
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,23.92,4,0.0,11.7208,0.49
Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,26.2,2,0.0,12.838,0.49
First Class,Home Office,United States,Greenwood,Indiana,46142,Central,Office Supplies,Paper,167.94,3,0.0,82.2906,0.49
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,219.84,4,0.0,107.7216,0.49
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,11.96,2,0.0,5.8604,0.49
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,91.84,8,0.0,45.0016,0.49
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,11.96,2,0.0,5.8604,0.49
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,14.94,3,0.0,7.3206,0.49
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,210.84,4,0.0,103.3116,0.49
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Labels,196.62,2,0.0,96.3438,0.49
Same Day,Home Office,United States,Manteca,California,95336,West,Office Supplies,Envelopes,15.28,2,0.0,7.4872,0.49
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Paper,245.94,6,0.0,120.5106,0.49
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,38.88,6,0.0,19.0512,0.49
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,111.96,2,0.0,54.8604,0.49
First Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Envelopes,15.28,2,0.0,7.4872,0.49
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,21.72,4,0.0,10.6428,0.49
Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Office Supplies,Binders,65.08,4,0.0,31.8892,0.49
Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Envelopes,105.42,2,0.0,51.6558,0.49
